judul-jurnal,nama-jurnal,abstrak-jurnal,kategori
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF BERBASIS MACROMEDIA AUTHORWARE PADA MATA PELAJARAN IPA KELAS VIII SEMESTER I,Jp Pendidikan dd 2013," Multimedia
pembelajaran berbasis macromedia authorware pada mata pelajaran IPAkelas VIII
semester I ini dikembangkan karena ketersediaan media untuk IPA belum adadan
juga guru kurang bias untuk mengembangkan media. Penelitian ini bertujuan
untukmendeskripsikan desain pengembangan multimedia pembelajaran interaktif
berbasismacromedia authorware pada mata pelajaran IPA untuk siswa kelas VIII
semester I diSMP Negeri 4 Singaraja dan menguji kualitas multimedia
pembelajaran interaktifberbasis macromedia authorware pada mata pelajaran IPA
untuk siswa kelas VIIIsemester I di SMP Negeri 4 Singaraja, yang nantinya
menghasilkan suatu produk yaituCD-Multimedia pembelajaran interaktif.
Penelitian ini merupakan penelitianpengembangan dengan menggunakan model PBK
(Pembelajaran BerbantuanKomputer). Tahapannya meliputi konsept, design,
collecting materials, assembly, testing,distribution. Subyek validasi produk
terdiri dari ahli isi mata pelajaran, ahli mediapembelajaran, dan ahli desain
pembelajaran. Selanjutnya produk diujicobakan kepadasiswa melalui tiga tahap
yaitu uji perorangan, uji kelompok kecil, dan uji lapangan.Metode pengumpulan
data yang digunakan adalah metode pencatatan dokumen danangket, dengan
menggunakan instrumen berupa laporan perkembangan produk dankuesioner. Teknik
analisis data yang digunakan ada dua yaitu teknik analisis deskriptifkuantitatif
dan teknik analisis deskriptif kualitatif. Hasil penelitian ini
yaitumendeskripsikan desain pengembangan multimedia pembelajaran interaktif dan
kualitasmultimedia pembelajaran interaktif berbasis Macromedia Authorware pada
MataPelajaran IPA untuk Siswa Kelas VIII Semester I di SMP Negeri 4 Singaraja
TahunPelajaran 2012/2013. Desain pengembangan multimedia interaktif
menghasilkanflowchart dan storyboard. Kualitas multimedia interaktif adalah:
(1) menurut review ahli isimata pelajaran menunjukkan kategori sangat baik
(94,28%), (2) menurut review ahlidesain pembelajaran berada pada kategori
sangat baik (92,73%), (3) menurut review ahlimedia pembelajaran menunjukkan
kategori baik (85%), (4) berdasarkan uji cobaperorangan menunjukkan kategori sangat
baik (92,7%), (5) berdasarkan uji cobakelompok kecil berada pada kategori
sangat baik (94%), dan (6) berdasarkan uji cobalapangan menunjukkan kategori
sangat baik (94,11%).",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF IPA DENGAN MODEL ADDIE UNTUK KELAS IV SD NEGERI 1 GOBLEG,Jp Pendidikan dd 2015," Dalam penelitian
pengembangan ini menghasilkan produk media pembelajaran Ilmu Pengetahuan Alam
berupa multimedia pembelajaran interaktif dikemas dalam bentuk cd (compact
disk). Tujuan penelitian pengembangan ini yaitu (1) mendeskripsikan desain
multimedia pembelajaran interaktif, (2) menguji validitas hasil multimedia
pembelajaran interaktif Ilmu Pengetahuan Alam untuk siswa kelas IV SD, (3)
mengetahui efektivitas penggunaan multimedia pembelajaran interaktif terhadap
hasil belajar Ilmu Pengetahuan Alam siswa kelas IV SD. Jenis penelitian ini, menggunakan
model ADDIE.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN TEMATIK SEKOLAH DASAR BERBASIS BUDAYA LOKAL MASYARAKAT FLORES,Jp PAUD SD dd 2017,": Tujuan dari
penelitian ini adalah untuk menghasilkan multimedia pembelajaran berbasis
konten dan konteks budaya lokal masyarakat Ngada Flores yang dapat digunakan
dalam pembelajaran di sekolah dasar. Multimedia pembelajaran ini dikembangkan
dengan model ADDIE (analyze, design, development, implementation, dan
evaluation). Penelitian ini dilakukan di Kabupaten Ngada Provinsi Nusa Tenggara
Timur. Subjek dalam penelitian ini adalah kurikulum 2013 kelas IV serta guru
dan siswa SD kelas IV di Kecamatan Bajawa Kabupaten Ngada, Nusa Tenggara Timur.
Data yang telah dikumpulkan dalam penelitian ini dianalisis secara deskriptif
kualitatif untuk menjelaskan efektivitas multimedia yang akan dikembangkan.
Hasil penelitian menunjukkan bahwa (1) multimedia yang dikembangkan adalah
multimedia tematik, yaitu Tema Keragaman Budaya Bangsaku, (2) terdapat beberapa
konten budaya daerah yang diintegrasikan ke dalam multimedia, antara lain tari
daerah dan lagu daerah, dan (3) multimedia tematik yang dikembangkan
terintegrasi budaya lokal Masyarakat Ngada ada dalam kategori sangat baik
berdasarkan penilaian ahli dan uji coba kepada siswa SD.",multimedia
PENERAPAN MODEL PEMBELAJARAN KOOPERATIF TIPE GROUP INVESTIGATION UNTUK MENINGKATKAN HASIL BELAJAR MATA PELAJARAN PRODUKTIF MULTIMEDIA SISWA KELAS X SMKN 1 CERME GRESIK,Jp Pendidikan dd 2011,": Pembelajaran di SMKN
1 Cerme Gresik yang monoton khususnya kompetensi keahlian multimedia mata
pelajaran produktif multimedia hanya akan berdampak pada kejenuhan siswa dalam
menerima pelajaran. Model konvensional yang lama menjamur pada proses
pembelajaran tidak pernah diubah oleh guru mata pelajaran sehingga hasil belajar
yang diperoleh siswa menjadi merosot. Dalam mengatasi hal ini diperlukan suatu
perubahan dalam kegiatan pembelajaran salah satunya adalah pembelajaran
kooperatif tipe Group Investigation. Rumusan masalah untuk judul diatas adalah
apakah ada perbedaan yang signifikan antara hasil belajar siswa dengan
menggunakan model konvensional dan model kooperatif tipe Group Investigation
pada mata pelajaran Produktif Multimedia di kelas X Multimedia SMKN 1 Cerme
Gresik. Jenis penelitian ini merupakan penelitian true eksperimental jenis
control group pre-test post-test. Subjek penelitian ini adalah siswa kelas X
SMKN 1 Cerme dengan kelas eksperimen adalah kelas X MM 1 dan kelas kontrol
adalah kelas X MM 2 dengan sistem acak. Data yang diperoleh dalam penelitian
ini adalah nilai pre test dan post test yang digunakan untuk mengetahui
normalitas dan homogenitas sampel serta yang digunakan untuk mengetahui
perbedaan sampel setelah diberi perlakuan. Teknik analisis data menggunakan
uji-t atau dengan uji Chi Kuadrat dua sampel. Berdasarkan analisis dengan
menggunakan uji Chi Kuadrat dua sampel diperoleh hasil χ2hitung = 6,708  lebih besar χ2tabel = 3,84. Hasil ini
menunjukkan perbedaan yang signifikan antara hasil belajar siswa yang menggunakan
model kooperatif tipe Group Investigation dibandingkan dengan model
Konvensional pada mata pelajaran produktif multimedia di SMKN 1 Cerme Gresik.
Sehingga disimpulkan bahwa hasil belajar siswa dengan menggunakan model
kooperatif tipe Group Investigation lebih baik daripada hasil belajar siswa
dengan menggunakan model Konvensional pada mata pelajaran produktif multimedia
standar kompetensi merawat peralatan multimedia di SMKN 1 Cerme Gresik.",multimedia
PENGGUNAAN MODEL PEMBELAJARAN QUANTUM TEACHING DENGAN MULTIMEDIA DALAM PENINGKATAN PEMBELAJARAN IPA SISWA KELAS V SD NEGERI 1 KEDUNGSARI TAHUN AJARAN 2014/2015,Jp PAUD SD dd 2015," Tujuan penelitian
ini yaitu: (1) untuk mendeskripsikan penggunaan model pembelajaran Quantum
Teaching dengan multimedia dalam peningkatan pembelajaran IPA siswa kelas V SD
Negeri 1 Kedungsari tahun ajaran 2014/2015; (2) untuk meningkatkan pembelajaran
IPA melalui penggunaan model pembelajaran Quantum Teaching dengan multimedia
pada siswa kelas V SD Negeri 1 Kedungsari tahun ajaran 2014/2015; dan (3) untuk
mendeskripsikan kendala dan solusi penggunaan model pembelajaran Quantum
Teaching dengan multimedia dalam peningkatan pembelajaran IPA siswa kelas V SD
Negeri 1 Kedungsari tahun ajaran 2014/ 2015.",multimedia
PENGEMBANGAN BAHAN AJAR MULTIMEDIA TUTORIAL INTERAKTIF DENGAN PENDEKATAN ILMIAH MATERI MANIPULASI AUDIO DIGITAL UNTUK SISWA SMK,Jp Pendidikan dd 2014,":  Tujuan penelitian ini adalah  (1) 
mendiskripsikan  potensi  dan 
kondisi  bahan  ajar 
materi  manipulasi  audio 
digital  di  SMK, 
(2) menghasilkan produk bahan ajar multimedia tutorial interaktif materi
manipulasi audio digital, (3) menjelaskan efektiftivitas, (4)  efisiensi, dan (5) daya tarik bahan ajar
multimedia tutorial interaktif pada 
pembelajaran  materi  manipulasi 
audio  digital.    Jenis 
penelitian  yang  digunakan 
adalah penelitian  dan  pengembangan. 
Penelitian  dilakukan  di 
SMK  Negeri  1 
Kotaagung  Barat,  SMK Negeri 1 Gading Rejo, SMK Karya  Bhakti Pringsewu, dan SMK PGRI
Pringsewu.   Pengumpulan data dilakukan
menggunakan tes dan angket.  Data hasil
penelitian dianalisis secara kuantitatif dan kualitatif. Kesimpulan penelitian
adalah: (1) multimedia tutorial interaktif berpotensi dikembangkan sebagai
suplemen pembelajaran untuk materi manipulasi audio digital bagi siswa SMK, (2)
produk yang  berhasil  dirancang 
diawali  dengan  menemukan 
kebutuhan  belajar  materi 
manipulasi  audio digital  dan 
diintegrasikan  dalam  rancangan 
produk  awal  dengan 
membuat  GBIPM,  flowchat, storyboard,  dan 
divalidasi  oleh  expert 
(ahli  media,  ahli 
materi  dan  ahli 
desain),  (3)  produk multimedia  tutorial 
interaktif  efektif  dengan 
nilai  rata-rata  hasil 
belajar  siswa  74,20 
>  34,10,  (4) penggunaan  multimedia 
tutorial  interaktif  efisien 
dengan  nilai  1,71 
(lebih  besar  1), 
dan  (5)  daya tarik multimedia tutorial
interaktif  memiliki nilai rata-rata 3,34
(sangat menarik).",multimedia
PENGARUH MODEL MAKE A MATCH BERBANTUAN MULTIMEDIA PEMBELAJARAN DAN MOTIVASI BELAJAR TERHADAP HASIL BELAJAR PKn,Jp Pendidikan dd 2014," Permasalahan
pembelajaran PKn di SMP Negeri 2 Singaraja adalah rendahnya hasil belajar pada
siswa kelas VIII. Penelitian ini bertujuan (1) mengetahui perbedaan hasil
belajar yang signifikan antara siswa yang mengikuti pembelajaran kooperatif
tipe Make a Match berbantuan multimedia pembelajaran interaktif dan
pembelajaran konvensional, (2) mengetahui perbedaan hasil belajar PKn yang
signifikan antara siswa yang mengikuti pembelajaran kooperatif tipe Make a
Match berbantuan multimedia pembelajaran interaktif dan pembelajaran
konvensional pada kelompok siswa dengan motivasi belajar tinggi, (3) mengetahui
perbedaan hasil belajar PKn yang signifikan antara siswa yang mengikuti
pembelajaran kooperatif tipe Make a Match berbantuan multimedia pembelajaran
interaktif dengan pembelajaran konvensional pada kelompok siswa dengan motivasi
belajar rendah, (4) mengetahui pengaruh interaksi pembelajaran dan motivasi
belajar terhadap hasil belajar PKn. Jenis penelitian adalah eksperimen semu.
Populasi penelitian adalah seluruh kelas VIII berjumlah 571 orang. Penelitian
ini menggunakan rancangan posttest only control group design dengan sampel
kelas VIII.8, VIII.9, VIII.10 dan VIII.11. Data dikumpulkan menggunakan metode
kuesioner dan tes dengan instrumen kuesioner motivasi belajar dan tes hasil
belajar. Data dianalisis dengan teknik analisis statistik deskriptif dan
statistik inferensial ANAVA dua jalur. Hasil penelitian menunjukkan (1)
terdapat perbedaan hasil belajar PKn yang signifikan antara kelompok siswa yang
mengikuti pembelajaran kooperatif tipe Make a Match berbantuan multimedia
pembelajaran interaktif dengan pembelajaran konvensional, (2) terdapat
perbedaan hasil belajar PKn yang signifikan antara siswa yang mengikuti
pembelajaran kooperatif tipe Make a Match berbantuan multimedia pembelajaran
interaktif dengan pembelajaran konvensional pada kelompok siswa dengan motivasi
belajar tinggi, (3) terdapat perbedaan hasil belajar PKn yang signifikan antara
siswa yang mengikuti pembelajaran kooperatif tipe Make a Match berbantuan
multimedia pembelajaran interaktif dengan siswa yang mengikuti pembelajaran
konvensional pada kelompok siswa dengan motivasi belajar rendah dan (4)
terdapat pengaruh interaksi model pembelajaran dan motivasi belajar terhadap
hasil belajar PKn.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN BAHASA INGGRIS MATERI FUNCTIONAL TEXT BAGI SISWA SMPN 3 KALASAN,Jp Pendidikan dd 2015," Penelitian ini
bertujuan untuk menghasilkan produk multimedia pembelajaran Bahasa Inggris
materi functional text dengan pendekatan komunikatif yang layak bagi siswa
kelas VII SMP N 3 Kalasan Yogyakarta, serta mengetahui keefektifan produk
multimedia pembelajaran Bahasa Inggris dengan pendekatan komunikatif yang
dihasilkan. Penelitian ini merupakan penelitian dan pengembangan (research and
development, R&D). Hasil penelitian ini adalah sebagai berikut: (1) menghasilkan
produk multimedia pembelajaran Bahasa Inggris materi functional text dengan
pendekatan komunikatif yang layak bagi siswa kelas VII SMP yang dikemas dalam
sebuah CD. Produk yang dihasilkan layak digunakan untuk pembelajaran
berdasarkan validasi ahli materi, ahli media, dan siswa. (2) Produk multimedia
pembelajaran Bahasa Inggris dengan pendekatan komunikatif bagi siswa kelas VII
SMP N 3 Kalasan ini efektif untuk digunakan sebagai media pembelajaran materi
functional text. Peningkatan skor postes siswa setelah menggunakan produk
multimedia pembelajaran bahasa Inggris sebesar 64.5% dengan nilai (N-gain) 0.74
dan ketuntasan belajar siswa (KKM) sebesar 93.5%. Sedangkan kelas sebelum
menggunakan produk multimedia pembelajaran bahasa Inggris memiliki nilai (N-gain)
siswa sebesar 0.33 dan ketuntasan belajar siswa (KKM) sebesar 29.03%.",multimedia
Pengaruh Model Project Based Learning Berbantuan Multimedia Terhadap Pemahaman Konsep Siswa Pada Materi Tekanan Zat Cair di SMPN 18 Palu,Jp Fisika dd 2016," Penelitian ini
bertujuan untuk mengetahui pengaruh model project based learning berbantuan
multimedia terhadap pemahaman konsep siswa pada materi tekanan zat cair di SMPN
18 Palu. Metode yang digunakan adalah eksperimen kuasi dengan the
non-equivalent pretest-posttest design. Populasi penelitian ini adalah seluruh
siswa kelas VIII SMPN 18 Palu. Teknik pengambilan sampel adalah purposive
sampling. Kelas VIII-A sebagai kelas kontrol dan kelas VIII-B sebagai kelas
eksperimen. Instrumen pemahaman konsep berupa tes essai yang telah divalidasi
oleh validator. Rata-rata pemahaman konsep yang mengikuti modell pembelajaran
project based learning berbantuan multimedia adalah 54,34 yang berkriteria
sedang dan rata-rata yang mengikuti model project based learning tanpa bantuan
multimedia adalah 44,78 juga yang berkriteria sedang. Berdasarkan uji N-Gain
bahwa rata-rata pemahaman konsep siswa pada kelas eksperimen yang menggunakan
model project based learning berbantuan multimedia lebih meningkat dibandingkan
dengan kelas kontrol dengan model project based learning tanpa bantuan
multimedia. Hasil perhitungan statistik dari pengujian hipotesis menggunakan
uji-t didapatkan harga thitung sebesar 2,31 dan ttabel pada taraf signifikansi
5% dan dk = 44 adalah 1,68. Disimpulkan bahwa terdapat pengaruh model project
based learning berbantuan multimedia terhadap pemahaman konsep fisika siswa
pada materi tekanan zat cair di SMPN 18 Palu.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN KOMUNIKATIF DAN INTERAKTIF PADA KOMPETENSI BUKU DIGITAL MATA PELAJARAN SIMULASI DIGITAL KELAS X DI SMK NEGERI 2 PENGASIH,Jp Teknik Listrik dan Mekatronika dd 2017,": Penelitian ini
bertujuan: (1) mengetahui model pengembangan multimedia pembelajaran komunikatif
dan interaktif pada kompetensi buku digital mata pelajaran simulasi digital
kelas X SMK Negeri 2 Pengasih, (2) mengetahui fungsionalitas multimedia
pembelajaran komunikatif dan interaktif, (3) mengetahui kelayakan multimedia
pembelajaran komunikatif dan interaktif oleh ahli dan respon penilaian
pengguna. Penelitian ini merupakan jenis penelitian dan pengembangan (research
and development). Model pengembangan mengadopsi pengembangan multimedia ADDIE
yang terdiri atas: (1) analisis (analysis), (2) desain (design), (3)
pengembangan dan implementasi (development and implementation), dan (4)
evaluasi (evaluation). Hasil respon penilaian pengguna (siswa) terhadap multimedia
pembelajaran komunikatif dan interaktif pada kompetensi buku digital mata
pelajaran simulasi digital diketahui bahwa pada uji coba kelompok besar 87%
siswa menyatakan produk multimedia pembelajaran dalam kategori “sangat baik”
dan 13% siswa menyatakan produk dalam kategori “baik”.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN AKHLAK TERPUJI UNTUK PEROLEHAN BELAJAR SISWA MAS USHULUDDIN SINGKAWANG,Jp Pendidikan dd 2017,": Penelitian ini
bertujuan untuk: (1) Mendeskripsikan rancangan multimedia dalam pembelajaran
akhlak terpuji pada mata pelajaran akidah akhlak di kelas XI MAS ushuluddin
singkawang. (2) Mendeskripsikan Penerapan multimedia dalam pembelajaran akhlak
terpuji pada mata pelajaran akidah akhlak di kelas XI MAS ushuluddin
singkawang. (3) Mengetahui perolehan belajar akhlak terpuji dengan multimedia
yang dikembangkan pada mata pelajaran akidah akhlak di kelas XI MAS ushuluddin
singkawang. Metode pengumpulan data dilakukan dengan wawancara dan observasi.
Analis data menggunakan model analisis interaktif. Subjek penelitian adalah
siswa kelas XI MAS ushuluddin Singkawang. Hasil penelitian menunjukkan bahwa:
(1) Rancangan multimedia disusun mulai dari analisis kebutuhan, desain, story
board, kemudian dibuat cd pembelajaran cukup menarik minat siswa dan layak
untuk dijadikan media pembelajaran. (2) Multimedia pembelajaran akhlak terpuji
sudah diterapkan pada siswa kelas XI MAS Ushuluddin singkawang dengan baik. (3)
Perolehan belajar siswa tentang materi akhlak terpuji meningkat setelah
menggunakan multimedia yang dikembangkan guru dikelas XI MAS Ushulddin
Singkawang.",multimedia
