,judul-jurnal,abstrak-jurnal,kategori
240,implementasi data mining algoritma jurus siswa studi sma negeri pontianak,klasifikasi jurus siswa proses kelompok siswa sesuai mampu nilai bakat minat relatif ajar siswa fokus arah proses klasifikasi data siswa gali pola bidang ilmu data mining proses hubung pola data indikasi manfaat sma negeri pontianak salah lembaga didik kenal jurus bagi pilih jurus ipa ips kurikulum sma negeri pontianak kurikulum atur proses sortir jurus siswa kelas puluh dasar nilai ratarata rapor smp nilai uji nasional smp nilai tes mtk ipa ips salah metode selesai klasifikasi data mining metode algoritma algoritma bentuk pohon putus bagi kumpul data himpunanhimpunan record terap rangkai atur putus klasifikasi datapada teliti jurus siswa klasifikasi dasar nilai tes akademik mtk ipa ips nilai ratarata rapor smp mata ajar mtk ipa ips nilai uji nasional smp mata ajar mtk ipa minat siswa dasar hasil teliti dapat hasil klasifikasi jurus siswa uji sesuai tingkat akurasi,data mining
241,implementasi metode mapreduce big data bas hadoop distributed file system,teknologi big data kumpul data skala karakteristik data variatif cepat tumbuh kompleks data data kompleks data struktur olah khusus infrastruktur kelola data volume jalan realtime metode mapreduce mudah komputasi big data mapreduce komputasi kumpul data hadoop distributed file system hdfs metode mapreduce transformasi bentuk apache flink metode mapreduce kaji arsitektur beda tugas kelola data data struktur bentuk teks rancang aplikasi hdfs sistem operasi linux implementasi metode mapreduce program mapreduce program hitung fungsi apache flink teliti flink mapreduce komputasi cepat hadoop mapreduce,data mining
242,studi banding performansi mongodb mysql lingkung big data,tiada guna data kembang kuti maju teknologi bidang teknologi informasi butuh olah data proses tambah data tingkat sumber transaksi data posting blog data cakap jaring selular sms chat sumber data tambah kenal nama big data olah big data database nosql database yanbg pakai mysql performansi response time masingmasing database teliti hasil performansi teliti database record record keluarga nosql tulis mongodb keluarga sql tulis mysql uji lingkung imbang hardware software milik spesifikasi hasil teliti mongodb tunjuk performansi banding mysql,data mining
243,terap cosine similarity knearest neighbor knn klasifikasi cari buku,teliti tuju aplikasi terap cosine similarity knearest neighbor knn klasifikasi cari buku cari buku user sulit cari buku referensi metode cosine similarity ukur mirip dokumen teks cosine similarity dokumen teks anggap vector teliti cosine similarity hitung istilah muncul halamanhalaman acu daftar indeks istilah muncul halaman nilai cosine similarity oleh metode knearest neighbor knn metode algoritma supervised mana hasil contoh query diklasifikan dasar mayoritas kategori knn tuju algoritma klasifikasi obyek dasar atribut training samplepada sistem data buku serta sinopsis buku masingmasing buku bagi klasifikasi buku bobot hasil klasifikasi cari buku pengaruh query masuk hasil klasifikasi cari buku butuh proses preprocessing nilai akurasi cari cosine similarity hasil nilai ratarata precision recall fmeasure sinopsis buku hitung nilai precision recall fmeasure klasifikasi knearest neighbor hasil nilai ratarata data banding,data mining
244,manfaat big data kondisi jalur pedestrian studi jalur pedestrian kotamadya jakarta pusat,alih fungsi jalur pedestrian wilayah ibukota jakarta sulit selesai langgar jalur pedestrian sebab agam faktor macet sedia lapak jual dagang sedia lahan parkir salah wilayah sorot langgar letak kotamadya jakarta pusat tren new data sources big data sumber data informasi bantu analisis krisis analisis human dynamics big data kontribusi selesai kait studi humanitarian potensi big data manfaat saji spasial temporal kondisi jalur pedestrian jakarta pusat kait langgar jalur pedestrian tuju teliti manfaat big data milik atribut spasial saji pola cenderung langgar jalur pedestrian spatiotemporal jakarta pusat big data fokus data media sosial data lapor tweet qlue twitter teliti tahap kumpul data olah data visualisasi data data lapor qlue tweets kumpul sesuai konteks kategori langgar jalur pedestrian kendara sepeda motor trotoar dagang kaki jual ilegal lahan parkir liar kurun oktober sd januari data tweets twitter oleh data mining platform crimson hexagon data olah diagram statistik parallel coordinate plot analis spasial temporal pola langgar kategori langgar rancang antarmuka peta online bas leaflet susun bahasa pemrograman html javascript css framework bootstrap final pindah antarmuka online server github guna hasil teliti oleh data lapor langgar jalur pedestrian tiga kategori langgar asal platform sedia big data media sosial twitter qlue data lapor hasil proses data cleansing bersih data data relevan kait langgar jalur pedestrian antarmuka peta online rancang tampil fitur titik lapor tiga kategori langgar atas fitur pedestrian hasil digitasi fitur jalan jakarta pusat overlay titik lapor hasil statistik langgar antarmuka peta online bas leaflet muat data hasil analisis antarmuka sedia konten informasi tampil interaktif tampil fenomena langgar jalur pedestrian wilayah jakarta pusat,data mining
245,terap analisa big data klasifikasi kondisi jalan dukung smart city,orang beli sepeda motor mobil dukung kerja samping driver ojek online dasar data dariasean automotive federationaaf jual mobil kawasan asia tenggara indonesia tempat posisi tinggi mana capai juta unit timbul masalah perintah pengaruh kondisi transportasi kondisi jalan kota indonesia kondisi jalan rusak baik jalan butuh langsung sebab celaka lintas kendara biaya baik jalan murah proses biaya baik jalan kompleksitas deteksi lubang jalan salah hambat perintah perintah indonesia menggalakkansmart cityuntuk selesai masalah jadi praktis butuh platform fungsi koleksi data kondisi jalan analisa kondisi jalan lapor visualisasi informasi geospatial teliti manfaat perangkat opensource pentaho big data integration analytics integrasi smite,data mining
246,analisa performa klastering data hadoop,data kumpul data ukur komplek tipe data oleh sumber kembang sar singkat muncul olah data kait simpan akses data tipe data kompleksitas tangan model rasional salah teknologi atas simpan akses data hadoop hadoop teknologi simpan dna proses data distribusi data partisi data blokblok data timbul proses analisis data sebar entitas data proses klatser data clustering salah alternatif selesai analisis paralel sebar analisis pusat hasil analisis sebar teliti kaji analis metode kmedoids mapreduce algoritma kmedoids kmodes banding algoritma dataset dataset mobil juta baris data ukur mb simpan distribusi teknologi simpan hadoop hadoop milik fitur mapreduce diri fungsi map reduce fungsi map seleksi ambil pasang key value kembali nilai koleksi pasang key value fungsi reduce gabung pasang keyvalue fungsi map hasil evaluasi kualitas cluster uji metrik uji silhouette coefficient algoritma kmedoids mapreduce dataset mobill nilai silhouette cluster,data mining
247,kenal machine learning teknik supervised unsupervised learning python,machine learning sistem ajar putus berulangkali program manusia komputer cerdas berlajar alam data milik dasar teknik ajar beda supervised learning dataset data training label unsupervised learning tarik simpul dasar dataset input dataset ajar mesin hasil analisis masalah selesai bunga iris iris tectorum milik bunga bermacamacam warna milik sepal petal spesies bunga butuh metode kelompok bungabunga dalam spesies irissetosa irisversicolor irisvirginica selesai python sedia algoritma library machine learning selesai teknik supervised learning pilih algoritma knn clasiffier teknik unsupervised learning pilih algoritma dbscan clustering hasil oleh python sedia library lengkap numpy pandas matplotlib sklearn pemrograman machine learning algortima knn panggil sklearn import neighbors teknik supervised dbscan panggil sklearncluster import dbscan teknik unsupervised learning mampu python hasil output sesuai input dataset hasil putus klasifikasi klusterisasi,data mining
248,tentu parameter kerja bangun metode inverse modeling machine learning,energy signature bangun banding energy usage intensity eui outdoor temp metode mengindentifikasi energy signature invers modeling metode inverse modeling machine learning metode invers modeling simulasi enam bangun geometri hasil simulasi bangun parameter bangun kondisi wwr windowto wall ratio dinding kaca ventilasi kondisi infiltrasi nilai cop coefficient performance ac setpoin temperatur ac okupansi bangun iklim data hasil teliti tunjuk masingmasing bangun nilai eui beda machine learning cari nilai akurasi masingmasing bangun teliti python bahasa pemrograman machine learning artificial neural networks ann metode mentraining data hasil simulasi training dapat nilai akurasi masingmasing bangun hidden layer masingmasing neuron,data mining
249,machine learning model prediksi harga sembako metode regresi linear ganda,kembang teknologi cerdas buat ai artficial intelligence terap bidang hidup seharihari ai artficial intelligence bagi cabang salah satu machine learning machine learning kembang dasar ilmu statistika matematika data mining mesin ajar menganalisa data program ulang kembang dunia musik masyarakat generasi musik tradisional daerah masingmasing alat musik tradisional keluar seni suara milik khas uni sendiri waris turun turun mudah proses kenal alat musik buat model klasifikasi alat musik tradisional machine learning metode teliti librosa tensorflow mana tensorflow komputasi numerik project machine learning skala milik kerja baik klasifikasi teliti python bahasa pemograman pycharm integrated development environment ide hasil teliti dapat hasil tingkat akurasi sesuai harap laku nya uji coba kali,data mining
250,implementasi machine learning tentu rekomendasi musik metode contentbased filtering,industri alami kembang signifikan industri musik contoh kembang banyak platform aplikasi sedia layan musik online banyak data simpan sebab sulit menganalisa data hadir machine learning rasa tantang tingkat user experience mikat user aplikasi milik sistem rekomendasi salah tingkat teliti tuju sistem saji rekomendasi musik sesuai preferensi user tingkat nyaman user tingkat kembang sistem teliti metode extreme programming tahap planning design coding testing teliti manfaat machine learning cari pola data metode contentbased filtering cbf cari rekomendasi sistem rekomendasi metode cbf hasil tingkat mirip lagu ratarata nilai precision capai recall hasil performance testing system testing oleh sistem rekomendasi jalan ratarata response time capai detik simpul teliti sistem rekomendasi metode cbf hasil rekomendasi sesuai preferensi user data algoritma efektif data,data mining
251,rancang bangun aplikasi klasifikasi plagiarisme manfaat machine learning bas android,plagiarisme giat tiru kerja orang bentuk karya ilmiah gambar karya karya musik lainlain paham karya ilmiah hasil teliti ilmiah diterbitkanditulis orang orang karya anggap tanggung benar universitas teknologi sumbawa uts universitas swasta letak desa pernek moyo hulu kabupaten sumbawa provinsi nusa tenggara barat milik mahasiswa dosen komunitas akademik semester siswa tulis makalah ilmiah salah syarat kelulus rangka gelar sarjana unsur plagiarisme cepat proses tulis makalah ilmiah mahasiswa dosen alami sulit jurnal teliti kurang tulis asli bahan jurnal teliti tuju bangun aplikasi android klasifikasi plagariarisme machine learning aplikasi kembang bahasa pemrograman asli java machine learning optical character recognation ocr copyleaks api cloud computing deteksi plagiat metode kembang perangkat lunak waterfall model uji perangkat lunak uji blackbox testing instrumen kumpul data teknik teliti amat wawancara dokumentasi studi sastra hasil teliti desain aplikasi klasifikasi plagiarisme bas android fasilitas buat jurnal lembaga teliti layan masyarakat kurang unsur plagiarisme karya ilmiah teliti sumbawa universitas teknolog,data mining
