judul,abstrak,kategori
ANALISIS DAN IMPLEMENTASI NETWORK SECURITY SYSTEM MENGGUNAKAN TEKNIK HOST-BASED INTRUSION DETECTION SYSTEM (HIDS) BERBASIS CLOUD COMPUTING,"Cloud Computing merepresentasikan teknologi untuk menggunakan infrastruktur komputasi dengan cara yang lebih efisien, Di sisi lain, arsitektur yang rumit dan terdistribusi semacam itu menjadi target yang menarik bagi para penyusup Cyberattacks. Penelitian ini melakukan analisis dan membangun sistem keamanan jaringan infrastruktur Cloud computing pada studi kasus di sektor pendidikan. Infrastruktur dibangun berdasarkan kebutuhan pengguna yang diperoleh melalui metode wawancara. Metodologi penelitian yang digunakan yaitu metodologi NDLC yang terdiri dari 6 tahap namun dalam penelitian ini hanya memakai 5 tahapan dari metodologi NDLC. Hasil pengujian menunjukkan bahwa sistem keamanan jaringan yang dibangun sudah berhasil dan sistem Cloud yang bangun memenuhi user requirement. hasil uji terhadap kinerja sistem menunjukan bahwa pada parameter keakurasian pendeteksian bahwa sistem OSSEC dapat mendeteksi secara akurat dari serangan yang dilakukan penguji, pada parameter kecepatan pendeteksian bahwa sistem OSSEC lumayan cepat dalam mendeteksi adanya ancaman yang masuk, sedangkan pada parameter penggunaan sumber daya bahwa sistem OSSEC mengambil sedikit sekali penggunaan CPU dan RAM sehingga tidak memberatkan server, hasil observasi juga menunjukan bahwa sistem OSSEC yang dibangun berjalan dengan baik, berdasarkan dari observasi yang dilakukan oleh penulis hasil yang didapat terdapat sebanyak 620 peringatan pengintaian, 38849 peringatan authentication control, 569 peringatan attack/misue, 9018 peringatan Access Control, 0 peringatan Network Control, 230 peringatan System Monitor, dan 0 peringatan Policy Violation",jaringan
Network Penetration dan Security Audit Menggunakan Nmap,"Upaya serangan dari luar pada ekosistem data utama menjadi masalah dalam keamanan jaringan  yang terus timbul  bagi perusahaan maupun instansi terkait yang telah menyajikan akses datanya secara digital, sejalan mengiringi perkembangan teknologi informasi yang cepat dan terbarukan. Administrator dapat menggunakan Nmap untuk menguji tingkat keamanan wilayah dengan cara Network Penetration dan Security audit pada sistem jaringannya. Nmap merupakan utilitas yang mampu mendukung sistem keamanan jaringan yang lebih baik dengan berhasil mengisi jajaran 125 Top alat keamanan jaringan teratas bersanding dengan Wireshark, Metasploit, Nessus dan Nikto berdasarkan SecTools.org. Fleksibel dalam penggunaan di imbangi dengan fitur layanan populer seperti: port scanning, identifikasi host, dan Nmap Scipting Engine (NSE). Penetrasi dilakukan dengan 2 metode pentes yaitu Black Box Testing dan White Box Testing, keduanya dipadukan dengan Teknik Port Scanning Nmap, hasilnya dapat mengetahui kondisi jaringan SMA ALFA CENTAURI seperti IP Default gatway, host aktif, seri perangkat, dan port terbuka yang dapat menjadi ancaman.",jaringan
ANALISISFIREWALL DEMILITARIZED ZONE DAN SWITCH PORT SECURITYPADA JARINGAN UNIVERSITAS PUTRA INDONESIA YPTK,"Perkembangan teknologi informasi semakin pesat, hal ini dapat membantu semua aspek pekerjaan manusiadalam mengolah dan mendapatkan suatu informasi. Pada sisi positif memudahakan pekerjaan manusia, tetapi pada sisi lain dari aspek keamanansangat mengancam privasi manusia dalam mengolah dan mendapatkan suatu informasi. Teknik-teknik sistem keamanan jaringan dan pencegahan terhadap serangan pada sistem informasiperludikembangkan sehingga integrity, availability dan confidentiality. Salah satunya adalah dengan cara membangun sistem keamanan jaringan dan sistem pencegahan serangan. Pada penelitian inimelakukan analisasistem keamanan jaringan komputer menggunakan firewall Demiliteralized Zone (DMZ) dengan menggunakan IPtables yang merupakan standar dari system Linux dan Switch Port Security (SPS). Pemanfaatan dengan memadukan kedua teknologi ini untuk mencapai tingkat keamanan yang maksimum dan mampu mem-block usaha penyerangan intruder dengan berbagai serangan yang terindentifikasi",jaringan
ANALISIS KEAMANAN JARINGAN LOCAL AREA NETWORK (LAN) MENGGUNAKAN METODE HONEYPOT," Pada saat ini perkembangan dalam bidang teknologi dan informasi semakin pesat, hal ini terbukti dengan semakin banyaknya masyarakat yang menggunakan layanan internet. Seiring dengan perkembangan internet yang sedemikian pesat, menjadikan keamanan suatu data atau informasi pada server yang terhubung dengan publik menjadi sangat penting. Banyak perusahaan yang memiliki jaringan komputer dimana jaringan tersebut berfungsi untuk menghubungkan komputer-komputer yang ada didalam ruangan kantor. Adanya jaringan komputer tidak hanya mempermudah kinerja karyawan namun dapat juga memunculkan permasalahan terutama dalam hal keamanan jaringan komputer itu sendiri. Ancaman keamanan jaringan komputer yang dapat merugikan salah satunya terletak pada jaringan Local Area Network (LAN), ancaman tersebut diantaranya keamanan fisik, keamanan firewall, web proxy, email security, dan virus. Metode penelitian yang digunakan dalam penelitian ini adalah penelitian tindakan atau action research. Hasil dari penelitian ini adalah penggunaan sistem keamanan jaringan dengan metode honeypot tenyata mampu membantu protokol Web Proxy mikrotik dan Firewall dalam memberikan perlindungan keamanan dari serangan attacker. Kata kunci: Keamanan jaringan, firewall, Local Area Network (LAN), Honeypot",jaringan
Security Management Control Pada Jaringan Komputer,"Internet merupakan kumpulan dari berbagai jaringan komputer, yang saling terkoneksi satu sama lain dan dapat saling berkomunikasi. Penggunaan internet yang mencakup di segala bidang, membuat internet menjadi kebutuhan pokok dalam berkomunikasi. Pemakaian internet secara global harus memperhatikan dari segi manajemen jaringan. NMS (Network Management System) merupakan sebuah sistem yang memanajemen/mengelola, memonitoring jaringan antara client dan server. Konsep dari NMS ini terdiri dari 5 area yaitu Fault management, Configuration management, Accounting management, Performance management, dan Security management atau dikenal dengan istilah FCAPS. Manajemen Kinerja adalah kegiatan yang dilakukan untuk menilai indikator kinerja operasi jaringan secara berkelanjutan. Dengan Manajemen Kinerja diharapkan tingkat layanan dapat dipertahankan (mengoptimalkan QoS (Kualitas Layanan)), kondisi jaringan dapat diidentifikasi, kemungkinan interferensi dapat diprediksi dan dapat membuat laporan lengkap tentang kegiatan pengambilan keputusan dan perencanaan. Pada makalah ini kita focus pada Security management dari FCAPS . Securiy management mengatur akses ke sumber daya jaringan sehingga informasi tidak dapat diperoleh tanpa izin . Hal tersebut dilakukan dengan cara (1). Membatasi akses ke sumber daya jaringan , (2). Memberi pemberitahuan akan adanya usaha pelanggaran dan pelanggaean keamanan .",jaringan
"PENGUKURAN TINGKAT KEAMANAN SISTEM INFORMASI MENGGUNAKAN INDEKS KAMI VERSI 3.1, DAN MENGUKUR TINGKAT KERENTANAN SERVER MENGGUNAKAN NETWORK SECURITY ASSESSMENT STUDI KASUS KOMINFO KABUPATEN GIANYAR","Keamanan sistem informasi merupakan hal yang sangat diperlukan bagi seluruh organisasi, instansi ataupun perusahaan guna mencegah adanya kebocoran data maupun kerusakan sistem informasi. Penelitian ini dilakukan di Kominfo Gianyar dengan Indeks Kami 3.1 yang bertujuan untuk mengukur tingkat kematangan dan kelengkapan pada informasi berdasarkan ISO/IEC 27001. Metode pengumpulan data dengan cara studi literatur, interview dan menyebarkan kuesioner indeks KAMI. Hasil skor yang didapatkan dari evaluasi kebutuhan sistem elektronik adalah 24, sedangkan tingkat kelengkapan informasi mendapatkan 213. Dari hasil tersebut dapat disimpulkan bahwa tingkat keamanan informasi masih sangat rendah. Penelitian juga dilakukan pada beberapa jaringan sistem dari dinas-dinas yang memiliki akses publik dan dibawah penanganan Diskominfo, terdapat kelamahan-kelemahan yang dikategorikan critical oleh pengujian menggunakan Nessus. Kata Kunci: Keamanan Informasi, Indeks Kami 3.1, ISO/IEC 27001, Nessus",jaringan
"ANALISIS, PERANCANGAN, DAN IMPLEMENTASI SECURITY LAYER 2 UNTUK AGUNG SEDAYU GROUP PADA RUKAN GREEN MANSION","Tujuan dari penelitian ini adalah terciptanya jaringan komputer baru yang memiliki keamanan layer dua untuk menangkal serangan internal di layer dua. Tekniknya adalah dengan melakukan implementasi best practice security layer dua yaitu DHCP Snooping, DAI, BPDU Guard, BPDU Filter, dan Root Guard. Manfaat dari rancangan dan implementasi ini yaitu dapat meningkatkan kinerja security jaringan komputer khususnya dalam hal menangkal serangan layer dua. Metode penelitian yang digunakan dalam penyusunan skripsi ini adalah metode analisis, perancangan, dan implementasi. Metode perancangannya dilakukan setelah langkah analisis jaringan komputer yang sedang berjalan. Perancangan jaringan komputer yang baru dengan menggunakan best practice layer two security dan kemudian diimplementasikan. Terakhir, dilakukan testing dan evaluasi terhadap hasil implementasi jaringan komputer yang baru. Hasil yang dicapai yaitu implementasi jaringan komputer yang baru berhasil menerapkan sistem keamanan layer dua sehingga membuat serangan internal di layer dua terminimalisasi.",jaringan
IMPLEMENTATION OF BACKBONE NETWORK SECURITY SYSTEM USING FIREWALL IN HYBRID COMMUNICATION,"Sistem keamanan pada komunikasi sangatlah penting. Kerahasiaan suatu informasi sudah menjadi harga mati. Peneliti membuat sistem keamanan pada jaringan backbone yang ada pada komunikasi hybrid dengan menggunakan firewall. Pengembangan sistem ini bertujuan untuk mengamankan jaringan tersebut dari orang-orang yang tidak bertanggung jawab. Pengamanan jaringan backbone ini menggunakan UFW dengan parameter IP, Port, UDP, dan SSH untuk pembatasan hak akses. Parameter tersebut akan diletakkan pada server untuk monitoring. Metode penelitian yang digunakan dalam penelitian ini adalah metode mixing. Hasil dari penelitian ini diharapkan mampu memberikan system keamanan saat melaksanakan komunikasi. Pengguna yang bisa berkomunikasi hanya pengguna yang sudah melaksanakan registrasi pada server, sehingga tidak sembarang orang bisa menggunakan komunikasi ini. Kemudian system keamanaan ini juga mendukung pengiriman notifikasi kepada operator server apabila server mengalami kelebihan hak akses atau overload.",jaringan
Peningkatan Keamanan Wireless Pada Jaringan Komputer di Universitas Amikom Menggunakan Protokol IEEE802.1X,"Konfigurasi access point yang digunakan untuk koneksi wireless di amikom di konfigurasi secara manual satu persatu. Setiap access point dikonfigurasi dengan menggunakan beberapa SSID berdasarkan departemen yang akan terkoneksi ke access point tersebut. Penggunaan beberapa SSID dalam satu access point ternyata mempunyai akibat buruk dalam performansi jaringan, dari hasil pengujian, untuk access point yang dikonfigurasi dengan lebih dari empat SSID terasa koneksi yang sangat lambat. Standar keamanan yang digunakan untuk koneksi dari user ke access point adalah WPA Personal, dimana WPA Personal ini bisa dikatakan sangat lemah karena untuk setiap SSID akan menggunakan user dan password yang sama untuk semua pengguna, hal ini sering menjadi penyebab kebocoran akses. Untuk memperbaiki keamanan jaringan dan memudahkan penulis melakukan maintenance terhadap jaringan maka penulis mencoba untuk menggunakan protokol IEEE 802.1X yang dihubungkan dengan RADIUS dan kontroller access point sehingga diharapkan konfigurasi dan maintenance wireless network dapat dilakukan secara centralized, administrasi user dan password juga dapat dilakukan secara terpusat menggunakan radius server dan juga tingkat keamanan yang lebih baik dengan menggunakan pengamanan WPA Enterprise yang ada di protokol IEEE 802.1X",jaringan
EVALUASI RENCANA PEMASANGAN SENSOR STRUCTURE HEALTH MONITORING SYSTEM JEMBATAN PULAU BALANG II,"Salah satu isu utama dalam setiap penerapan Structure Health Monitoring System (SHMS) jembatan bentang panjang khususnya jembatan Pulau Balang II adalah bagaimana membuat SHMS tersebut dapat diandalkan secara efektif. Penggunaan sensor yang terlalu banyak tidaklah efisien demi mendapatkan informasi yang selengkap-lengkapnya terkait kondisi jembatan. Tujuan utama riset ini adalah untuk menganalisia tipe sensor, posisi penempatan sensor dan jumlah sensor yang akan dipasang pada SHMS jembatan Pulau Balang sesuai kebutuhan sensor yang efektif dan efisien. Pengamatan SHMS meliputi lendutan dek, pylon serta tegangan dek, pylon. Metode penelitian berupa pengamatan langsung di lapangan, analisa data dan diskusi dengan stakeholder jembatan. Dari hasil analisis terdapat 13 jenis sensor yang sebaiknya dipasang pada SHMS Jembatan Pulau Balang dengan total kebutuhan sensor berjumlah 87 buah. Posisi penempatan sensor sebagian besar ada di pylon, kabel dan dek yang disesuaikan dengan tipe jembatan yaitu cable stayed. Untuk sensor gempa disarankan perlu dipasang hal ini dikarenakan wilayah tersebut memiliki seismistis paling rendah yang didominasi oleh tiga zona sesar utama yaitu sesar mangkalihat, sesar tarakan dan sesar maratus oleh karena itu Kalimantan bukanlah daerah yang bebas gempa bumi.",hardware programming
PENGGUNAAN IR FLAME SENSOR SEBAGAI SISTEM PENDETEKI API BERBASIS MIKROKONTROLER PADA SIMULATOR FIRE SUPPRESSION SYSTEM,"Kebakaran biasanya diketahui ketika api sudah membesar, hal ini dapat menyebabkan dampak kebakaran menjadi fatal karena terlambat untuk dideteksi. Dalam perangkat safety pada unit alat berat terdapat Fire Suppression System, yang merupakan kombinasi dari sistem pendeteksi dan sistem penindakan ketika terjadinya kebakaran, yang dapat bekerja secara otomatis atau pun manual. Berdasarkan bahaya tersebut diperlukan perancangan sistem pendeteksi kebakaran yang dapat mendeteksi terjadinya kebakaran serta memberikan tanda peringatan adanya kebakaran. Penulis mencoba merancang sebuah alat pendeteksi api berbasis mikrokontroler yang diterapkan dalam bentuk simulator fire suppression system. Tujuan dari karya ilmiah ini adalah untuk membuat sistem pendeteksi api berbasis mikrokontroler dalam bentuk simlator agar efektif dalam mendeteksi dan memadamkan ketika terjadinya kebakaran. Untuk mendapakan sistem yang dapat bekerja secara otomatis, maka diperlukan mikrokontroler sebagai pengontrol sistem tersebut. Sistem ini dirancang dengan menggunakan IR flame sensor yang berfungsi untuk mendeteksi adanya api yang bekerja berdasarkan sinar infra merah (infrared). Sistem ini dilengkapi oleh buzzer, LCD, motor servo dan lampu indikator sebagai proses ouput atau indikator ketika terjadinya kebakaran. Pada sistem ini Arduino sebagai otak dan pengelola data dari input IR flame sensor kemudian data digunakan untuk mengaktifkan beberapa komponen output sesuai perintah arduino. Hasil yang kami dapatkan bahwa sistem pendeteksi api yang telah dibuat dapat bekerja dengan baik dengan jarak maksimal 90 cm dan perubahan intensitas cahaya tidak mempengaruhi kinerja flame sensor.",hardware programming
Perancangan dan Implementasi Security System pada Sepeda Motor Menggunakan RFID Sensor Berbasis Raspberry Pi,"Di era modern seperti saat ini, sepeda motor sudah menjadi kebutuhan pokok untuk keperluan transportasi bagi hampir semua kalangan. Selain karena harganya yang terjangkau, penggunaan dan perawatannya yang mudah menjadi alasan mengapa banyak orang yang menggunakannya. Tetapi bersamaan dengan itu, tindak kriminal pencurian sepeda motor pun semakin meningkat. Atas latar belakang itulah maka dirancang sebuah alat pengaman tambahan pada penelitian ini. Alat yang dibuat menggunakan 3 (tiga) buah sistem keamanan, yaitu RFID scanner, RF modul communication, dan GPS function. RFID scanner berfungsi sebagai kunci tambahan, di mana selain kartu (tag) yang didaftarkan tidak ada kartu lain yang bisa digunakan untuk menyalakan relay. RF module communication berfungsi agar apabila pengemudi dan sepeda motor terpisah sejauh n meter, maka mesin sepeda motor akan mati secara otomatis. GPS berfungsi untuk memonitor / melacak di mana lokasi sepeda motor berada. Hasil yang didapatkan pada perancangan alat ini adalah RFID scanner dapat men scan kartu pada jarak 0 – 4 cm dan pada sudut 0 - 60° & 120 - 180°. RF modul dapat berkomunikasi pada jarak 0 – 20 meter tanpa penghalang, dan GPS modul dapat merespon SMS dari pengguna dalam waktu 27 detik dengan tingkat akurasi 10 meter.",hardware programming
